EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition
7256,18,Female,Operations,Executive,High School,Divorced,91297,12,11,1,2,No,1,Yes
7257,52,Male,Marketing,Manager,PhD,Single,136994,1,14,4,4,No,3,No
7258,52,Male,Sales,Manager,High School,Married,44725,7,4,2,1,Yes,1,Yes
7259,48,Female,HR,Analyst,PhD,Married,105034,3,9,2,2,Yes,3,No
7260,45,Male,HR,Analyst,Master,Single,143041,8,2,3,2,No,3,No
7261,56,Female,HR,Executive,PhD,Single,59259,1,3,2,2,No,1,No
7262,18,Male,Operations,Executive,Master,Single,82500,4,12,1,1,No,4,No
7263,42,Female,Sales,Executive,Master,Divorced,77943,4,9,3,1,No,4,No
7264,55,Male,Operations,Clerk,High School,Married,138296,3,1,2,2,Yes,1,No
7265,37,Male,HR,Manager,PhD,Single,47678,18,2,1,1,No,3,No
7266,20,Female,Finance,Executive,High School,Married,42848,8,5,4,2,No,3,No
7267,19,Male,Finance,Manager,Master,Divorced,147416,11,14,2,2,Yes,4,No
7268,35,Male,Sales,Specialist,Master,Divorced,116041,2,13,2,1,No,1,No
7269,27,Female,HR,Engineer,Master,Single,58567,4,12,2,2,Yes,4,No
7270,22,Male,Operations,Engineer,Master,Single,121325,1,11,4,1,Yes,2,Yes
7271,26,Female,Marketing,Manager,Bachelor,Single,112114,12,0,2,1,No,1,Yes
7272,19,Male,Marketing,Specialist,Master,Single,42973,6,1,4,4,No,4,No
7273,51,Female,Marketing,Engineer,PhD,Married,36302,7,3,1,2,Yes,2,No
7274,55,Male,Finance,Engineer,Master,Single,61897,19,0,3,3,No,3,No
7275,48,Male,Operations,Engineer,Bachelor,Married,52173,10,5,1,1,No,2,Yes
7276,27,Female,Marketing,Analyst,PhD,Divorced,52560,11,11,1,2,Yes,1,Yes
7277,29,Male,HR,Specialist,Bachelor,Divorced,84249,17,3,3,3,Yes,3,No
7278,53,Female,HR,Analyst,Bachelor,Married,124846,17,1,3,4,No,3,No
7279,38,Female,Marketing,Manager,PhD,Married,92524,15,9,2,4,Yes,3,No
7280,23,Female,IT,Manager,Bachelor,Single,139530,19,3,4,3,No,2,No
7281,20,Male,Marketing,Clerk,Master,Single,26740,5,11,2,4,Yes,2,No
7282,27,Male,IT,Analyst,High School,Single,130206,17,7,1,3,Yes,3,No
7283,22,Male,Sales,Manager,High School,Divorced,44598,16,5,4,4,No,2,No
7284,43,Female,Sales,Analyst,High School,Married,133718,17,10,2,4,No,1,Yes
7285,38,Female,HR,Clerk,PhD,Married,112335,2,0,3,2,Yes,2,No
7286,43,Female,Operations,Manager,PhD,Married,103255,8,12,3,4,Yes,3,No
7287,55,Male,Finance,Manager,PhD,Married,129767,6,4,2,2,No,4,No
7288,43,Female,Operations,Manager,High School,Single,94131,6,10,4,3,Yes,4,No
7289,25,Male,HR,Manager,High School,Single,78915,18,5,1,4,No,4,No
7290,22,Male,HR,Executive,PhD,Married,88830,0,3,4,2,No,1,Yes
7291,32,Male,Operations,Specialist,High School,Single,138608,0,3,2,1,No,3,No
7292,33,Male,Finance,Specialist,Bachelor,Divorced,142117,0,2,3,3,Yes,3,No
7293,18,Male,HR,Analyst,Bachelor,Single,80108,10,12,3,4,No,1,Yes
7294,33,Male,Finance,Analyst,High School,Divorced,50218,17,9,1,3,No,3,No
7295,54,Male,HR,Analyst,PhD,Divorced,89683,12,9,3,4,No,1,No
7296,20,Male,Sales,Clerk,Master,Married,40315,14,5,1,3,No,2,No
7297,48,Female,IT,Executive,Master,Married,48330,16,11,1,3,Yes,1,No
7298,30,Male,HR,Analyst,High School,Single,36394,9,8,4,2,Yes,2,No
7299,33,Male,IT,Analyst,Master,Married,115003,7,12,4,3,Yes,1,No
7300,38,Female,Marketing,Manager,PhD,Divorced,103314,8,6,2,3,Yes,1,No
7301,19,Female,HR,Manager,Bachelor,Divorced,122220,18,8,2,4,Yes,3,No
7302,44,Female,Sales,Manager,Bachelor,Single,139313,17,11,1,3,Yes,2,No
7303,55,Female,Finance,Analyst,PhD,Divorced,30010,7,13,2,3,Yes,1,No
7304,43,Male,Sales,Manager,Master,Married,46234,4,5,3,1,No,4,No
7305,55,Female,IT,Analyst,High School,Single,133788,13,12,1,3,Yes,1,No
7306,42,Female,Finance,Clerk,Bachelor,Single,99202,12,1,1,2,Yes,3,No
7307,28,Female,Sales,Clerk,Master,Single,15374,0,5,2,1,Yes,3,Yes
7308,25,Female,Sales,Engineer,Master,Married,115626,10,6,4,4,No,2,No
7309,25,Male,Sales,Executive,Bachelor,Divorced,108985,11,1,1,1,Yes,3,No
7310,50,Female,Operations,Manager,Bachelor,Married,106667,5,13,1,3,Yes,1,No
7311,24,Female,Finance,Specialist,High School,Single,40499,11,0,4,4,Yes,1,No
7312,55,Female,Sales,Manager,PhD,Divorced,45089,2,12,4,2,Yes,1,No
7313,38,Female,Sales,Executive,Master,Single,141952,7,5,1,1,No,4,No
7314,25,Male,IT,Executive,High School,Married,52491,1,14,2,4,Yes,4,No
7315,38,Female,Sales,Engineer,Bachelor,Single,98971,5,11,1,1,Yes,3,Yes
7316,37,Female,Sales,Executive,PhD,Married,125406,2,7,1,4,No,2,No
7317,25,Female,Marketing,Analyst,PhD,Single,82083,6,10,1,2,Yes,1,Yes
7318,48,Male,Finance,Manager,Master,Single,17364,15,5,2,1,Yes,3,No
7319,46,Female,Marketing,Executive,PhD,Single,136171,16,7,4,3,Yes,1,No
7320,26,Female,Operations,Analyst,Bachelor,Married,22821,11,5,1,4,Yes,4,No
7321,32,Male,IT,Executive,Bachelor,Married,19614,14,5,4,1,No,4,No
7322,47,Female,Marketing,Specialist,Bachelor,Married,119334,13,13,1,4,Yes,3,No
7323,43,Male,Operations,Analyst,High School,Married,41121,0,7,2,3,Yes,4,No
7324,27,Male,HR,Clerk,Bachelor,Married,112794,11,2,1,4,No,2,No
7325,46,Female,Finance,Analyst,High School,Divorced,21758,19,14,1,2,Yes,3,No
7326,33,Female,Sales,Engineer,Bachelor,Single,136909,19,14,4,4,No,2,No
7327,53,Male,Marketing,Analyst,Bachelor,Married,79960,13,2,1,4,Yes,4,No
7328,37,Male,Marketing,Executive,PhD,Divorced,92541,15,5,1,2,Yes,4,Yes
7329,54,Female,Sales,Clerk,Master,Divorced,58864,14,3,1,4,No,2,Yes
7330,39,Male,Sales,Clerk,Bachelor,Single,50026,7,6,4,4,No,3,Yes
7331,24,Male,IT,Analyst,PhD,Single,108976,0,10,3,4,No,4,No
7332,40,Female,Marketing,Executive,PhD,Single,90052,12,6,4,1,Yes,2,Yes
7333,58,Male,Marketing,Clerk,Master,Married,140209,2,8,1,2,Yes,3,No
7334,57,Male,HR,Specialist,PhD,Single,146439,11,1,3,3,Yes,1,Yes
7335,46,Male,Operations,Analyst,PhD,Single,131571,6,10,4,3,No,2,No
7336,33,Male,HR,Analyst,Master,Single,106885,7,1,4,3,Yes,4,No
7337,55,Male,Marketing,Analyst,High School,Divorced,38309,16,5,3,1,No,1,No
7338,45,Male,HR,Clerk,Master,Married,133401,17,13,3,4,No,1,No
7339,55,Female,Marketing,Manager,Master,Single,74908,9,8,3,4,No,2,No
7340,48,Male,Finance,Executive,Bachelor,Divorced,141821,14,12,3,3,No,4,No
7341,31,Female,IT,Engineer,Bachelor,Married,83737,9,6,2,3,No,3,No
7342,50,Female,HR,Engineer,High School,Single,98840,8,5,2,2,Yes,3,No
7343,26,Female,Marketing,Executive,Master,Divorced,26285,0,4,2,1,No,4,No
7344,44,Female,HR,Manager,Master,Married,90816,4,7,3,4,Yes,3,No
7345,41,Female,Operations,Executive,High School,Single,64304,14,11,1,2,Yes,4,No
7346,30,Female,IT,Analyst,Bachelor,Single,38901,13,1,1,3,No,3,No
7347,43,Female,Finance,Specialist,Master,Divorced,104096,10,11,1,3,Yes,1,No
7348,46,Female,Sales,Executive,High School,Single,27220,16,2,4,2,Yes,3,No
7349,45,Male,Sales,Executive,Bachelor,Divorced,61692,13,11,1,4,No,2,Yes
7350,45,Female,HR,Specialist,PhD,Divorced,54241,5,5,2,4,Yes,4,No
7351,25,Female,Marketing,Clerk,High School,Divorced,84326,3,0,3,2,Yes,1,No
7352,40,Female,Operations,Engineer,High School,Married,51866,12,11,4,4,Yes,4,No
7353,46,Male,IT,Engineer,Master,Divorced,60051,16,7,2,2,No,3,Yes
7354,22,Female,Finance,Analyst,PhD,Married,24633,11,13,1,3,No,1,No
7355,59,Male,Finance,Specialist,Bachelor,Single,115570,11,10,3,4,No,2,Yes
7356,24,Female,Finance,Analyst,PhD,Married,68641,3,10,1,2,No,4,No
7357,59,Female,Sales,Clerk,Master,Divorced,122096,1,8,2,4,Yes,2,Yes
7358,53,Male,IT,Analyst,Master,Single,55754,19,1,2,1,No,3,No
7359,58,Female,Sales,Specialist,Bachelor,Divorced,81371,5,12,2,4,No,2,Yes
7360,44,Male,HR,Specialist,Bachelor,Divorced,91056,5,8,1,1,No,1,No
7361,19,Male,Finance,Manager,Bachelor,Single,113736,0,4,3,2,Yes,2,No
7362,42,Female,IT,Clerk,Master,Divorced,39975,10,7,3,1,No,3,No
7363,26,Female,Finance,Specialist,Bachelor,Married,144894,11,0,4,1,No,1,No
7364,44,Male,Sales,Specialist,Bachelor,Single,118425,3,0,4,1,Yes,3,No
7365,18,Male,Sales,Clerk,Bachelor,Single,48096,15,11,4,2,Yes,4,No
7366,40,Female,Sales,Executive,High School,Single,101650,18,11,2,4,No,1,No
7367,27,Female,Finance,Executive,Bachelor,Divorced,41347,10,3,3,1,No,3,No
7368,59,Female,IT,Manager,Master,Divorced,62486,10,0,1,1,Yes,2,No
7369,42,Male,IT,Specialist,High School,Single,82148,12,11,3,3,Yes,2,No
7370,20,Female,HR,Clerk,Master,Married,109285,12,13,1,2,No,3,No
7371,23,Male,Finance,Clerk,PhD,Divorced,45882,7,0,4,3,Yes,4,No
7372,23,Female,HR,Executive,High School,Divorced,17004,10,11,2,3,No,3,Yes
7373,19,Male,Operations,Engineer,Bachelor,Divorced,120073,15,4,2,2,Yes,3,No
7374,35,Male,HR,Engineer,High School,Married,99930,12,1,4,4,Yes,3,Yes
7375,40,Female,HR,Specialist,Master,Divorced,24800,2,3,2,4,Yes,3,Yes
7376,19,Male,HR,Executive,High School,Divorced,67270,10,7,4,4,Yes,4,Yes
7377,29,Male,Sales,Specialist,PhD,Married,113665,7,10,3,4,Yes,2,No
7378,39,Male,Operations,Analyst,Bachelor,Married,62874,9,5,1,1,Yes,3,No
7379,54,Male,HR,Clerk,Bachelor,Divorced,51958,17,1,2,3,Yes,4,No
7380,37,Male,IT,Specialist,PhD,Single,51229,16,2,4,1,No,1,No
7381,56,Female,HR,Manager,Master,Single,30289,6,1,1,1,No,1,No
7382,41,Female,Sales,Engineer,High School,Married,25321,17,3,4,1,No,4,No
7383,37,Male,Marketing,Specialist,Master,Divorced,113297,9,14,2,4,No,2,Yes
7384,18,Female,Operations,Analyst,Master,Married,25652,19,4,1,2,Yes,4,No
7385,18,Male,Marketing,Clerk,Master,Married,101179,12,11,2,3,Yes,3,Yes
7386,34,Male,Marketing,Analyst,Bachelor,Single,19712,6,13,1,3,No,2,No
7387,18,Female,Operations,Specialist,High School,Married,24560,6,14,1,2,Yes,4,No
7388,47,Male,Finance,Clerk,Bachelor,Married,121331,19,8,4,1,Yes,2,No
7389,58,Male,IT,Clerk,Bachelor,Divorced,68413,10,6,1,1,Yes,4,No
7390,20,Male,Sales,Executive,Bachelor,Divorced,91874,9,7,3,1,Yes,3,No
7391,28,Female,Operations,Executive,High School,Married,103123,11,6,2,4,No,4,No
7392,41,Female,Marketing,Manager,PhD,Married,70016,12,10,4,2,No,4,Yes
7393,39,Male,Sales,Manager,Bachelor,Divorced,37909,11,9,1,3,Yes,1,Yes
7394,43,Male,Sales,Analyst,Bachelor,Single,46816,11,7,3,4,Yes,1,No
7395,30,Male,Finance,Executive,Bachelor,Divorced,105772,5,12,3,4,No,3,Yes
7396,18,Male,Marketing,Clerk,High School,Divorced,35946,2,10,3,3,Yes,3,Yes
7397,41,Male,HR,Executive,High School,Divorced,72859,7,4,4,2,No,3,No
7398,27,Female,Sales,Clerk,Master,Divorced,78968,16,2,1,3,Yes,3,No
7399,52,Female,Marketing,Executive,Bachelor,Divorced,105283,12,11,1,3,Yes,4,No
7400,41,Female,Sales,Clerk,Bachelor,Single,61464,7,6,3,2,Yes,3,No
7401,45,Female,Finance,Analyst,High School,Divorced,114773,4,13,4,3,Yes,4,Yes
7402,53,Male,Finance,Executive,High School,Divorced,52434,3,0,2,1,No,4,No
7403,33,Male,HR,Engineer,Bachelor,Single,118204,15,2,1,1,Yes,4,No
7404,57,Female,Finance,Engineer,PhD,Married,61311,17,6,1,2,No,4,No
7405,33,Female,Marketing,Clerk,Master,Single,119935,3,12,2,4,Yes,1,No
7406,34,Male,Operations,Analyst,Master,Divorced,54869,10,3,1,4,No,2,No
7407,32,Female,Finance,Clerk,Bachelor,Married,106509,7,6,2,4,Yes,4,No
7408,33,Male,Operations,Analyst,Master,Single,147846,0,9,2,1,No,2,No
7409,32,Male,HR,Manager,Master,Married,36750,12,9,1,4,No,1,No
7410,51,Male,IT,Executive,Bachelor,Single,72275,3,5,3,1,Yes,3,Yes
7411,28,Female,Sales,Analyst,Master,Single,43910,3,3,1,1,Yes,4,No
7412,18,Female,Sales,Clerk,High School,Married,140933,3,6,3,3,Yes,3,Yes
7413,32,Female,Marketing,Manager,Bachelor,Married,103664,12,7,1,3,No,2,No
7414,43,Female,HR,Clerk,High School,Married,18603,18,13,4,4,No,3,No
7415,21,Female,HR,Engineer,Bachelor,Married,106541,15,7,3,4,No,2,No
7416,22,Male,HR,Engineer,High School,Divorced,140041,13,6,2,1,Yes,1,Yes
7417,52,Female,Sales,Executive,Master,Single,44600,9,1,3,4,No,1,No
7418,30,Male,Finance,Specialist,PhD,Divorced,86449,4,7,3,4,Yes,2,No
7419,27,Male,Sales,Executive,High School,Single,55986,14,4,1,1,No,4,No
7420,28,Male,Sales,Manager,High School,Divorced,35155,5,13,4,2,No,4,No
7421,35,Female,Sales,Engineer,PhD,Divorced,139321,18,8,2,4,Yes,4,No
7422,51,Female,Finance,Analyst,PhD,Single,54510,13,5,4,1,No,3,No
7423,56,Female,IT,Engineer,High School,Divorced,61541,10,14,3,4,Yes,4,No
7424,58,Female,Marketing,Specialist,High School,Married,82059,2,3,4,4,Yes,2,Yes
7425,59,Female,IT,Executive,High School,Married,148436,1,8,4,2,No,2,No
7426,40,Female,IT,Clerk,Bachelor,Divorced,71753,5,0,4,1,No,1,No
7427,24,Female,Sales,Manager,High School,Divorced,118656,7,3,3,3,No,2,No
7428,56,Female,IT,Specialist,High School,Single,85590,0,10,4,2,No,4,No
7429,20,Male,Sales,Engineer,PhD,Single,113239,13,4,4,4,Yes,4,No
7430,29,Female,Sales,Analyst,PhD,Divorced,84501,15,3,1,1,Yes,1,No
7431,24,Male,Marketing,Specialist,Bachelor,Single,52849,16,12,2,2,No,4,Yes
7432,43,Male,HR,Analyst,Bachelor,Married,16773,7,14,3,1,No,1,No
7433,50,Male,Sales,Analyst,Master,Married,133578,16,8,4,3,No,1,No
7434,54,Male,IT,Manager,High School,Married,80178,12,0,4,2,No,2,No
7435,32,Female,Marketing,Analyst,High School,Single,95648,18,2,1,2,Yes,2,No
7436,19,Female,Operations,Analyst,PhD,Single,39503,8,8,2,3,Yes,4,Yes
7437,58,Male,Operations,Engineer,Master,Single,73090,2,11,3,4,No,4,No
7438,24,Male,Operations,Manager,High School,Single,117744,17,6,4,4,No,3,Yes
7439,49,Male,IT,Clerk,Master,Divorced,67753,0,4,3,1,Yes,3,No
7440,21,Female,HR,Clerk,Bachelor,Divorced,51284,12,10,4,3,No,1,Yes
7441,37,Male,Finance,Analyst,High School,Divorced,67004,12,5,4,3,Yes,3,No
7442,53,Male,HR,Specialist,High School,Divorced,97511,11,3,3,2,Yes,4,No
7443,49,Female,Marketing,Executive,Bachelor,Married,39984,0,4,3,1,Yes,4,Yes
7444,45,Male,HR,Manager,High School,Single,102320,9,7,4,4,No,3,No
7445,30,Female,Operations,Executive,Bachelor,Married,89132,18,4,3,2,Yes,4,Yes
7446,18,Female,HR,Manager,Bachelor,Single,144145,6,9,2,2,No,4,No
7447,52,Male,Marketing,Manager,Master,Divorced,102895,13,1,3,2,No,1,No
7448,47,Male,Marketing,Engineer,PhD,Married,131171,5,7,3,2,No,4,Yes
7449,53,Male,Operations,Analyst,PhD,Single,79176,5,11,3,4,Yes,1,No
7450,42,Female,IT,Engineer,Bachelor,Divorced,105976,8,2,3,3,No,4,No
7451,33,Female,Sales,Specialist,Master,Single,82120,19,4,4,4,Yes,2,No
7452,36,Female,Finance,Executive,Bachelor,Single,87949,15,12,1,1,No,4,No
7453,18,Male,Finance,Executive,Master,Divorced,32126,4,11,4,4,Yes,4,No
7454,22,Male,Operations,Clerk,Master,Married,142631,14,10,4,3,No,1,No
7455,39,Male,Finance,Specialist,PhD,Single,35366,0,5,2,4,No,3,No
7456,41,Male,HR,Specialist,PhD,Divorced,100966,3,0,4,4,Yes,4,No
7457,54,Male,Marketing,Engineer,Master,Single,45214,9,13,4,2,No,3,No
7458,53,Male,Marketing,Engineer,PhD,Single,51452,5,2,2,2,No,3,No
7459,53,Female,Operations,Specialist,Master,Single,60351,1,0,2,2,Yes,2,No
7460,21,Female,Marketing,Engineer,High School,Married,145885,9,14,3,3,No,4,No
7461,53,Female,Sales,Clerk,Bachelor,Married,110459,18,6,4,4,No,4,Yes
7462,35,Male,Marketing,Engineer,PhD,Married,123646,8,12,2,4,No,4,No
7463,33,Female,Marketing,Engineer,Bachelor,Married,83373,10,1,4,3,No,4,No
7464,58,Female,HR,Specialist,PhD,Divorced,149500,3,9,4,1,No,3,No
7465,35,Female,IT,Specialist,Bachelor,Married,103964,9,6,4,1,No,2,No
7466,39,Male,Finance,Engineer,Bachelor,Single,148265,5,11,3,4,No,4,No
7467,19,Male,HR,Engineer,PhD,Divorced,34722,2,14,3,2,No,4,No
7468,38,Female,HR,Specialist,PhD,Single,148238,12,13,4,3,Yes,4,No
7469,53,Male,HR,Executive,PhD,Married,65678,18,2,1,3,No,3,No
7470,56,Male,Finance,Analyst,PhD,Single,75380,2,2,4,2,No,2,No
7471,56,Male,Operations,Executive,Master,Single,34096,19,0,3,2,Yes,3,No
7472,46,Male,HR,Engineer,PhD,Single,79626,17,6,2,2,Yes,2,No
7473,43,Female,IT,Manager,PhD,Single,118292,11,11,4,4,Yes,3,No
7474,38,Male,Operations,Manager,PhD,Married,59006,11,7,3,2,Yes,4,Yes
7475,34,Female,Marketing,Clerk,High School,Single,64387,11,10,2,3,No,1,No
7476,33,Female,IT,Executive,Bachelor,Single,133022,6,3,3,2,Yes,1,No
7477,48,Male,Operations,Specialist,PhD,Single,125942,8,8,1,1,Yes,2,Yes
7478,26,Male,Marketing,Clerk,PhD,Single,93240,11,13,3,4,Yes,2,No
7479,48,Male,Marketing,Clerk,Bachelor,Married,97925,18,12,4,2,Yes,3,No
7480,31,Female,HR,Manager,Bachelor,Single,23204,3,3,2,2,No,2,No
7481,54,Female,HR,Executive,Master,Divorced,101821,9,9,4,4,No,2,No
7482,19,Female,Finance,Analyst,Bachelor,Divorced,50028,18,4,4,2,Yes,2,No
7483,31,Female,Sales,Specialist,Bachelor,Single,142245,16,10,1,1,No,3,No
7484,50,Female,IT,Executive,High School,Single,73327,17,5,3,3,No,3,Yes
7485,52,Female,Finance,Clerk,Master,Married,22814,9,8,1,1,Yes,1,Yes
7486,56,Female,Finance,Engineer,High School,Divorced,44445,11,8,3,1,No,1,No
7487,37,Male,IT,Clerk,Bachelor,Married,74303,19,7,1,3,No,3,No
7488,19,Female,Operations,Executive,PhD,Single,90956,7,9,3,1,Yes,1,No
7489,58,Female,IT,Manager,Master,Divorced,90490,18,11,2,3,No,4,No
7490,36,Female,Marketing,Executive,Bachelor,Divorced,89744,0,1,4,2,Yes,1,Yes
7491,54,Female,Sales,Analyst,Bachelor,Married,99073,3,11,3,4,No,2,No
7492,35,Male,Operations,Specialist,PhD,Single,30168,5,9,2,3,No,4,No
7493,33,Female,HR,Specialist,PhD,Divorced,117886,3,9,3,1,Yes,1,Yes
7494,21,Female,Sales,Engineer,PhD,Married,117789,15,0,3,2,No,3,Yes
7495,29,Male,Sales,Engineer,Master,Divorced,48375,7,11,4,1,Yes,3,No
7496,46,Male,HR,Clerk,High School,Single,113086,8,1,4,2,No,2,No
7497,24,Female,Sales,Executive,Master,Single,43794,14,13,2,1,Yes,1,No
7498,31,Female,Operations,Specialist,PhD,Single,17836,17,5,4,2,No,1,No
7499,29,Female,Operations,Manager,Master,Married,27790,2,10,4,2,Yes,4,Yes
7500,52,Female,Operations,Analyst,PhD,Single,62700,16,13,2,1,Yes,4,No
7501,22,Female,Finance,Clerk,High School,Married,76292,0,6,4,1,No,3,No
7502,34,Female,Finance,Executive,Master,Divorced,48161,6,13,2,2,No,1,No
7503,59,Male,Operations,Manager,High School,Single,40169,9,5,2,1,No,2,Yes
7504,49,Male,HR,Executive,High School,Married,107993,14,0,4,1,Yes,4,No
7505,27,Female,HR,Manager,PhD,Married,89613,12,0,3,2,Yes,2,No
7506,34,Female,IT,Executive,Master,Married,18052,4,0,4,4,No,1,Yes
7507,22,Female,IT,Executive,Master,Single,16777,6,0,4,3,Yes,2,No
7508,59,Male,Operations,Specialist,High School,Married,103853,13,9,3,2,No,1,No
7509,26,Female,Sales,Clerk,PhD,Single,27499,13,14,4,3,Yes,2,No
7510,50,Male,Sales,Executive,High School,Single,80029,8,13,4,4,Yes,1,No
7511,53,Male,HR,Executive,High School,Divorced,89084,5,9,3,1,No,3,No
7512,53,Female,Sales,Clerk,High School,Divorced,120906,18,13,2,3,No,2,No
7513,35,Male,Marketing,Clerk,High School,Single,90437,14,0,3,1,Yes,2,Yes
7514,26,Female,Finance,Engineer,Master,Divorced,18681,15,1,3,2,Yes,2,No
7515,46,Male,Sales,Engineer,Bachelor,Married,121646,11,1,1,2,Yes,1,No
7516,31,Female,Sales,Specialist,Master,Single,24947,2,3,1,4,Yes,3,Yes
7517,42,Female,IT,Clerk,PhD,Divorced,129251,2,2,2,2,Yes,1,No
7518,32,Male,Marketing,Analyst,Bachelor,Married,58955,5,3,4,1,Yes,1,No
7519,23,Male,Sales,Specialist,High School,Single,118142,18,4,2,1,No,1,No
7520,59,Male,Finance,Manager,Master,Married,99482,11,3,4,4,No,4,No
7521,46,Female,Sales,Clerk,Bachelor,Single,62438,15,2,1,1,Yes,4,Yes
7522,32,Male,HR,Engineer,High School,Divorced,63382,17,2,3,2,No,4,Yes
7523,46,Male,Marketing,Executive,Master,Married,24433,3,3,3,1,Yes,2,No
7524,21,Female,Sales,Clerk,Bachelor,Divorced,67984,19,5,2,4,Yes,1,No
7525,35,Female,Marketing,Clerk,Master,Married,17899,12,6,3,3,Yes,2,No
7526,56,Male,Sales,Engineer,Bachelor,Married,75099,12,3,3,2,Yes,1,No
7527,33,Male,Finance,Engineer,PhD,Married,69902,1,7,1,4,No,2,No
7528,28,Male,Finance,Analyst,Master,Married,131967,8,14,1,1,No,4,Yes
7529,31,Female,Marketing,Specialist,Master,Divorced,87283,10,5,2,1,Yes,3,No
7530,20,Female,Operations,Engineer,Bachelor,Married,142182,2,4,4,4,No,2,No
7531,59,Male,IT,Engineer,PhD,Divorced,82185,16,7,2,3,Yes,2,No
7532,55,Female,IT,Engineer,Master,Married,143350,11,5,1,4,Yes,3,No
7533,59,Male,HR,Specialist,PhD,Single,58380,4,0,3,2,No,1,No
7534,35,Male,Operations,Executive,PhD,Single,110701,13,10,4,4,Yes,2,Yes
7535,37,Female,IT,Clerk,Master,Married,95002,18,0,1,4,Yes,2,No
7536,42,Male,Marketing,Clerk,High School,Single,72872,16,13,1,3,Yes,2,No
7537,55,Male,IT,Engineer,Bachelor,Married,102516,3,12,4,1,No,3,No
7538,30,Female,HR,Specialist,Master,Divorced,22542,0,9,4,1,Yes,2,Yes
7539,21,Male,Sales,Analyst,PhD,Single,51941,16,9,2,3,No,2,No
7540,31,Male,IT,Engineer,Bachelor,Married,82271,9,5,4,2,No,3,No
7541,50,Female,Marketing,Specialist,Master,Married,125632,7,7,4,4,Yes,4,No
7542,45,Male,Marketing,Specialist,Bachelor,Divorced,16148,10,8,3,4,No,1,No
7543,54,Male,HR,Analyst,Bachelor,Divorced,46343,19,14,2,1,Yes,3,No
7544,25,Female,HR,Specialist,PhD,Married,94082,9,3,4,3,Yes,4,No
7545,51,Female,Finance,Clerk,High School,Married,57483,18,10,2,2,No,1,No
7546,22,Female,Finance,Analyst,High School,Married,103615,5,6,4,1,No,3,No
7547,22,Male,Finance,Analyst,Bachelor,Married,106072,10,8,1,3,No,2,No
7548,48,Female,Sales,Manager,PhD,Married,92437,15,11,1,3,No,3,No
7549,26,Male,Marketing,Analyst,PhD,Married,144097,9,12,2,2,Yes,1,No
7550,59,Female,Finance,Analyst,Master,Divorced,80540,0,7,1,4,No,1,No
7551,49,Male,Marketing,Executive,Bachelor,Single,85455,7,11,1,1,Yes,1,No
7552,50,Male,HR,Clerk,Master,Married,99711,16,12,4,2,No,2,No
7553,20,Female,Sales,Engineer,PhD,Married,87109,18,7,3,4,Yes,4,No
7554,47,Male,HR,Manager,Bachelor,Divorced,62262,8,0,4,2,Yes,4,Yes
7555,29,Male,Marketing,Analyst,High School,Single,108441,19,9,3,4,Yes,3,No
7556,46,Female,Operations,Executive,High School,Divorced,142991,7,5,2,1,No,2,No
7557,20,Male,Operations,Executive,Master,Divorced,107820,8,10,3,1,Yes,4,Yes
7558,43,Male,Finance,Specialist,Bachelor,Married,69284,15,8,2,2,No,4,Yes
7559,47,Male,Operations,Engineer,PhD,Married,149138,13,14,3,2,No,2,No
7560,26,Female,HR,Engineer,Master,Divorced,97946,5,7,1,4,No,1,Yes
7561,43,Female,Operations,Clerk,High School,Married,44605,8,1,1,4,No,1,Yes
7562,19,Female,IT,Specialist,PhD,Married,149142,10,4,2,1,No,3,Yes
7563,20,Female,Sales,Analyst,Bachelor,Married,69994,14,10,3,3,No,1,No
7564,21,Female,Marketing,Executive,High School,Single,60326,14,3,1,3,Yes,1,No
7565,42,Female,Finance,Manager,PhD,Single,105545,4,7,2,4,Yes,4,No
7566,30,Female,HR,Clerk,High School,Married,76961,7,8,3,4,Yes,2,No
7567,56,Female,Sales,Analyst,Bachelor,Divorced,91644,19,11,1,1,Yes,4,No
7568,52,Male,Finance,Specialist,Master,Single,140417,2,2,4,3,No,3,No
7569,40,Male,HR,Engineer,PhD,Divorced,112001,19,8,3,3,Yes,1,No
7570,26,Male,Operations,Specialist,PhD,Married,130910,3,14,2,2,Yes,4,No
7571,19,Male,Marketing,Analyst,Bachelor,Divorced,44107,6,0,4,2,No,1,No
7572,58,Female,IT,Specialist,High School,Divorced,58224,16,6,4,2,No,2,No
7573,48,Male,IT,Engineer,High School,Single,24725,11,7,2,4,Yes,4,No
7574,19,Male,Operations,Analyst,High School,Divorced,103103,5,5,4,3,No,1,No
7575,49,Male,Marketing,Manager,PhD,Divorced,68945,3,3,2,2,No,1,No
7576,35,Male,Sales,Clerk,PhD,Single,56751,17,3,1,4,No,4,Yes
7577,30,Male,Marketing,Specialist,High School,Married,95551,15,6,2,3,Yes,3,No
7578,22,Female,Operations,Engineer,PhD,Divorced,106164,0,14,4,3,No,2,Yes
7579,59,Female,HR,Manager,Master,Married,148156,16,9,4,2,Yes,4,No
7580,27,Male,Sales,Executive,Bachelor,Married,66706,4,5,3,1,No,2,No
7581,42,Male,IT,Manager,Bachelor,Married,107419,17,14,4,3,No,1,No
